RU_1458,oC7Xc3KMSnE,https://www.youtube.com/watch?v=oC7Xc3KMSnE,قصف بالطيران الحربي الروسي على قرية لحايا بريف حماة الشمالي ج1 15 1 2016,2016-01-15T17:34:14.000Z,محمود الحموي-Mahmoud Alhamwi,Lahaya,لحايا,35.3348107,36°40'56.06,Shelling by Russian warplanes on Lahaya village in the northern area of Hama countryside. Part 1 15/1/2016,Alleged civilian casualties from Russian attacks
RU_1459,81BU-Um9JWw,https://www.youtube.com/watch?v=81BU-Um9JWw,قصف بالطيران الحربي الروسي على مدينة مورك بريف حماة ج4 15 1 2016,2016-01-15T17:33:50.000Z,محمود الحموي-Mahmoud Alhamwi,Morek,مورك,35.375176,36.687255,Shelling by Russian warplanes on Morek city in Hama countryside. Part 4 15/1/2016,Alleged civilian casualties from Russian attacks
RU_1460,JKktviEYGJ4,https://www.youtube.com/watch?v=JKktviEYGJ4,قصف بالطيران الحربي الروسي على مدينة مورك بريف حماة ج1 15 1 2016,2016-01-15T17:32:51.000Z,محمود الحموي-Mahmoud Alhamwi,Morek,مورك,35.375176,36.687255,Shelling by Russian warplanes on Morek city in Hama countryside. Part 1 15/1/2016,Alleged civilian casualties from Russian attacks
RU_1461,KdY79vZdjP8,https://www.youtube.com/watch?v=KdY79vZdjP8,قصف بالطيران الحربي الروسي على مدينة اللطامنة بريف حماة 13 1 2016,2016-01-13T16:50:40.000Z,محمود الحموي-Mahmoud Alhamwi,latamneh,اللطامنة,35.326749,36.621766,Shelling by Russian warplanes on Morek city in Hama countryside. 13/1/2016,Alleged civilian casualties from Russian attacks
RU_1462,CG-DhLpo4jo,https://www.youtube.com/watch?v=CG-DhLpo4jo,أطفال جرحى جراء قصف الطيران الروسي على حي الزبدية وحلب القديمة 13-1-2016,2016-01-13T15:00:51.000Z,مركز حلب الإعلامي AMC-Aleppo media centre,Zabadiyah,حي الزبدية,36.18916667,37.13305556,Children wounded as a result of shelling by Russian warplanes on the Zebdiyeh neighborhood and old city of Aleppo. 13/1/2016,Alleged civilian casualties from Russian attacks
RU_1463,bVdw1KREIs8,https://www.youtube.com/watch?v=bVdw1KREIs8,#حلب_نيوز|أثار الدمار نتيجة استهداف الطيران الروسي حي الزبدية بصاروخ موجه 13-1-2016,2016-01-13T13:44:57.000Z,شبكة حلب نيوز - Halab News Network,Zabadiyah,حي الزبدية,36.18916667,37.13305556,#Aleppo_News| Signs of destruction after Russian warplanes targeted the Zebdiyeh neighborhood of Aleppo with a guided missile. 13/1/2016,Alleged civilian casualties from Russian attacks
RU_1464,AgFWM1pGfB4,https://www.youtube.com/watch?v=AgFWM1pGfB4,#حلب_نيوز| أثار الدمار نتيجة سقوط صاروخ من الطيران الروسي على قلعة الشريف 13-1-2016,2016-01-13T13:43:32.000Z,شبكة حلب نيوز - Halab News Network,Zabadiyah,حي الزبدية,36.18916667,37.13305556,#Aleppo_News| Signs of destruction after a rocket fired by a Russian warplane hit Qalaa Al Sharif neighborhood. 13//1/2016,Alleged civilian casualties from Russian attacks
RU_1465,NrPB9E9W8mY,https://www.youtube.com/watch?v=NrPB9E9W8mY,الزبدية 13 1 2016,2016-01-13T13:12:59.000Z,الدفاع المدني السوري حلب-Aleppo civil defense,Zabadiyah,حي الزبدية,36.18916667,37.13305556,Zebdiyeh neighborhood of Aleppo. 13/1/2016,Alleged civilian casualties from Russian attacks
RU_1466,zxYqF1cP7V0,https://www.youtube.com/watch?v=zxYqF1cP7V0,إسعاف رجل مُسن بعد تعرضه للإصابة نتيجة غارة جوية من الطيران الروسي استهدفت منطقة الأشعري 13-01-2016,2016-01-13T12:42:01.000Z,الدفاع المدني السوري في ريف دمشق-Damascus country side civil defense,Al ashari,الأشعري,33.5260441,36.4198663,Rescuing an elderly man wounded during a Russian airstrike targeting al-Ashaari area 13/1/2016.,Alleged civilian casualties from Russian attacks
RU_1467,v90Yuks6aXw,https://www.youtube.com/watch?v=v90Yuks6aXw,عناصر الدفاع المدني يسعفون أنفسهم بعد تعرضهم لغارة من الطيران الروسي في الغوطة الشرقية 13-01-2016,2016-01-13T11:58:09.000Z,الدفاع المدني السوري في ريف دمشق-Damascus country side civil defense,Eastern Ghouta,الغوطة الشرقية,33.5296468,36.3848593,Civil Defense members rescue themselves after being subjected to an airstrike by Russian warplanes on Eastern Ghouta. 13/1/2016,Alleged civilian casualties from Russian attacks
RU_1468,BC1hIrlelYc,https://www.youtube.com/watch?v=BC1hIrlelYc,#حلب_نيوز::آثار الدمار في إحدى جوامع حلب القريمه الأثري ف حي قاضي عسكر 13 .1.2015.,2016-01-13T11:11:36.000Z,شبكة حلب نيوز - Halab News Network,Qadi Asker,قاضي عسكر,"36°12'9""N","37°10'25""E",#Aleppo_News| Destruction in an historical mosque in the Qadi Askar area of the old city of Aleppo. 13/1/2015,Alleged civilian casualties from Russian attacks
RU_1469,dxW7T7YMrck,https://www.youtube.com/watch?v=dxW7T7YMrck,مقتل عشرة مدنيين في قصف الطائرات الروسية مسجد حي قاضي عسكر بحلب,2016-01-13T08:31:34.000Z,SMART News Agency - وكالة سمارت للأنباء,Qadi Asker,قاضي عسكر,"36°12'9""N","37°10'25""E",Ten civilians killed in bombing by Russian warplanes on a mosque in the Qadi Askar area of Aleppo.,Alleged civilian casualties from Russian attacks
RU_1470,kfD1PRTHVEE,https://www.youtube.com/watch?v=kfD1PRTHVEE,وكالة قاسيون: حلب: الدمار في مدينة حريتان جراء الغارات الجوية الروسية 12-1-2016,2016-01-12T19:52:53.000Z,Qasion News Agency EN,Harithan,حريتان,36.287871,37.0838783,Qasioun News: Aleppo: Destruction in Huraitan city due to the Russian airstrikes 12-1-2016,Alleged civilian casualties from Russian attacks
RU_1471,LWUUM6xwMTw,https://www.youtube.com/watch?v=LWUUM6xwMTw ,مجزرة في معرة النعمان بقصف الطيران الروسي منهم شهيد و4 جرحى من الدفاع المدني 12-1-2016,2016-01-12T19:04:02.000Z,الدفاع المدني ادلب-Idlib civil defense,Maret Numan,معرة النعمان,35.6478097,36.6679429,Massacre in Maarat al-Nouman after shelling by Russian warplanes. One dead and 4 wounded among the Civil Defense members. 12/1/2016,Alleged civilian casualties from Russian attacks
RU_1472,KjGoCcg_n9M,https://www.youtube.com/watch?v=KjGoCcg_n9M,الطائرات الروسية تستهدف روضة للأطفال في بلدة دير العصافير بغوطة دمشق الشرقية,2016-01-12T18:57:59.000Z,SMART News Agency - وكالة سمارت للأنباء,Eastern Ghouta,الغوطة الشرقية,33.5296468,36.3848593,Russian warplanes target a kindergarten in the Deir al-Asafeer area of Eastern Ghouta in Damascus countryside,Alleged civilian casualties from Russian attacks
RU_1473,d91_mBoledU,https://www.youtube.com/watch?v=d91_mBoledU,قصف الطيران الروسي على قرية معرستة بريف #حلب الشمالي,2016-01-12T17:37:33.000Z,Radio Al-Kul,Maarstah,معرسته,36.558334,36.9589679,Russian airstrike on Maarstah in the north of Aleppo,Alleged civilian casualties from Russian attacks
RU_1474,H8zXR7l3S4E,https://www.youtube.com/watch?v=H8zXR7l3S4E,10 شهداء قضوا جراء قصف الطيران الروسي على جامع أثناء صلاة العصر في حي قاضي عسكر بحلب 12-1-2016,2016-01-12T16:59:23.000Z,مركز حلب الإعلامي AMC-Aleppo media centre,Qadi Asker,قاضي عسكر,"36°12'9""N","37°10'25""E",Ten people killed in bombing by Russian warplanes on a mosque in the Qadi Askar area of Aleppo during afternoon prayers. 12/1/2016,Alleged civilian casualties from Russian attacks
RU_1475,6ykgYswDkrU,https://www.youtube.com/watch?v=6ykgYswDkrU,ريف إدلب الشمالي بلدة سرمدا دمار واسع نتيجة الغارات الروسية 12 1 2016,2016-01-12T16:51:33.000Z,صلاح قوجو-Salah khojo,Sarmada,سرمدا,36.1808809,36.7200484,"Northern area of Idlib countryside, Sarmada town: large destruction as a result of Russian airstrikes. 12/1/2016",Alleged civilian casualties from Russian attacks
RU_1476,Qw3JZ_UkDUQ,https://www.youtube.com/watch?v=Qw3JZ_UkDUQ,+18 مجزرة مروّعة جديدة ترتكبها الطائرات الروسية في وسط مدينة معرة النعمان 12-1-2016,2016-01-12T16:22:09.000Z,almarra today,Maret Numan,معرة النعمان,35.6478097,36.6679429,18+ Horrific massacre committed by Russian warplanes in the middle of Maarat Al Nouman city. 12/1/2016,Alleged civilian casualties from Russian attacks
RU_1477,fhkAXLKyJl0,https://www.youtube.com/watch?v=fhkAXLKyJl0,ريف إدلب الشمالي بلدة سرمدا الدفاع المدني يخرج شهيد من داخل سيارته 12-1-2016,2016-01-12T16:10:21.000Z,صلاح قوجو-Salah khojo,Sarmada,سرمدا,36.1808809,36.7200484,"Northern area of Idlib countryside, Sarmada town: civil defense pull a victim out of his car. 12/1/2016",Alleged civilian casualties from Russian attacks
RU_1478,YlqD14cU8ng,https://www.youtube.com/watch?v=YlqD14cU8ng,الطيران الروسي يرتكب مجزرة في بلدة معرة النعمان ضحيتها أكثر من 25 شهيد بينهم عناصر من الدفاع المدني,2016-01-12T16:05:13.000Z,هادي العبدالله Hadi Alabdallah,Maret Numan,معرة النعمان,35.6478097,36.6679429,"Russian aviation committed a massacre in the town of Maaret al-Numan killed more than 25 martyrs, including members of the civil defense
",Alleged civilian casualties from Russian attacks
RU_1479,2X1UgcGIm5o,https://www.youtube.com/watch?v=2X1UgcGIm5o,مجزرة للطيران الروسي في مدينة معرة النعمان 2016/1/12,2016-01-12T15:58:39.000Z,شبكة المعرة الآن-Maret network now,Maret Numan,معرة النعمان,35.6478097,36.6679429,Massacre committed by Russian warplanes in Maarat Al Nouman city. 12/1/2016,Alleged civilian casualties from Russian attacks
RU_1480,h9ggOqtfl6I,https://www.youtube.com/watch?v=h9ggOqtfl6I,#حلب_نيوز| اثار الدمار نتيجة سقوط صاروخ من الطيران الروسي على اطراف طريق الكاستلو 12-1-2016,2016-01-12T15:53:01.000Z,شبكة حلب نيوز - Halab News Network,Kastelo,الكاستيلو,36.256754,37.151453,#Aleppo_news| The destruction that was caused by Russian rocket after Russian airstrike on the outskirts of the road ,Alleged civilian casualties from Russian attacks
RU_1481,P4qQHOZy2a8,https://www.youtube.com/watch?v=P4qQHOZy2a8,ضحايا في قصف جوي روسي على بلدة سرمدا الحدودية في إدلب,2016-01-12T15:07:46.000Z,SMART News Agency - وكالة سمارت للأنباء,Sarmada,سرمدا,36.1808809,36.7200484,Number of victimes caused by Russian warplanes target Sarmada town in Idleb province,Alleged civilian casualties from Russian attacks
RU_1482,4eJPc6WrpkE,https://www.youtube.com/watch?v=4eJPc6WrpkE,ريف إدلب الشمالي بلدة سرمدا آثار الدمار نتيجة غارات جوية 12-1-2016,2016-01-12T14:15:09.000Z,صلاح قوجو-Salah khojo,Sarmada,سرمدا,36.1808809,36.7200484,Idlib northern countryside : destruction in Saramad town_ Idlib province caused by Russian airstrike  ,Alleged civilian casualties from Russian attacks
RU_1483,MI7S9gIM7Q4,https://www.youtube.com/watch?v=MI7S9gIM7Q4,12 شهيداً قضوا جراء قصف روسي على قرية معرسته بريف حلب الشمالي 12-1-2016,2016-01-12T12:25:03.000Z,مركز حلب الإعلامي AMC-Aleppo media centre,Maarstah,معرسته,36.558334,36.9589679,Russian airtstrike attackes marsta village in northern countryside of Aleppo province and 12 are the number of victimes ,Alleged civilian casualties from Russian attacks
RU_1484,lvry5hTdq3Y,https://www.youtube.com/watch?v=lvry5hTdq3Y,الطائرات الروسية ترتكب مجزرة في بلدة عنجارة بريف حلب الغربي جراء استهدافها المدارس,2016-01-12T03:14:33.000Z,وكالة شهبا برس Shahba Press Agency,Anjaraa,عنجارة,36.2208884,36.943674,Russian warplanes targeting school commiting huge massacre in Angar town estren countryside of Aleppo province  ,Alleged civilian casualties from Russian attacks
RU_1485,uZD23ytETaU,https://www.youtube.com/watch?v=uZD23ytETaU,الجيش الحر يستخرج الصواريخ التي ألقتها الطائرات الروسية ولم تنفجر بريف حماة 11 1 2016,2016-01-11T17:32:22.000Z,محمود الحموي-Mahmoud Alhamwi,Hama,حماة,35.373461,36.601458,Free syrian Army collecting the Russian rockets wish Russian warplanes have bombed but the rockets didn't explode in Hama province countryside ,Alleged civilian casualties from Russian attacks
RU_1486,y9MuA4nnREQ,https://www.youtube.com/watch?v=y9MuA4nnREQ,قصف بالطيران الحربي الروسي على مدينة اللطامنة بريف حماة 11 1 2016,2016-01-11T17:07:54.000Z,محمود الحموي-Mahmoud Alhamwi,latamneh,اللطامنة,35.326749,36.621766,Russian airstrike bombing Al Latamna town in Hama province countryside ,Alleged civilian casualties from Russian attacks
RU_1487,WeroC98htYk,https://www.youtube.com/watch?v=WeroC98htYk,خطوة ||شاهد شهادة أحد المدنيين عن غارة الطيران الروسي ببلدة مرديخ بريف سراقب,2016-01-11T16:35:53.000Z,Step News Agency,Mardikh,مرديخ,35.326749,36.621766,Step || Civilian speaking about Russian attacks who witness Russian airstrike in Mardekh Sarakeb countryside   ,Alleged civilian casualties from Russian attacks
RU_1488,1oANZc3a_zE,https://www.youtube.com/watch?v=1oANZc3a_zE,الدفاع المدني سراقب يقوم باطفاء حريق صهاريج نفط بعد استهدافها بصواريخ حربية روسية 11 1 2016,2016-01-11T15:04:18.000Z,الدفاع المدني ادلب-Idlib civil defense,Saraqib nahiyah,سراقب,35.863558,36.799534,The civil defense of Saraqeb extinguish a fire that broke out after an oil cistern was targeted by Russian rockets. 11/1/2016 ,Alleged civilian casualties from Russian attacks
RU_1489,nnaM6D7zAXA,https://www.youtube.com/watch?v=nnaM6D7zAXA,خطوة ||شاهد التصعيد الجوي من الطيران الحربي الروسي على مدينة الشيخ مسكين,2016-01-11T14:24:54.000Z,Step News Agency,Sheikh Miskin,الشيخ مسكين,32.827996,36.158238,Step Agency || Watch the escalation of air strikes by Russian warplanes on Sheikh Meskin city,Alleged civilian casualties from Russian attacks
RU_1490,BhYXTrKCSGo,https://www.youtube.com/watch?v=BhYXTrKCSGo,جولة داخل بلدة دير العصافير في الغوطة الشرقية بعد تعرضها للقصف من قبل الطائرات الحربية الروسية,2016-01-11T13:28:26.000Z,SMO Syria,Deir al-Asafir,دير العصافير,33.4650336,36.4159012,A tour inside the Deir Al Asafeer area of Eastern Ghouta after it was subjected to shelling by Russian warplanes,Alleged civilian casualties from Russian attacks
